Customer_ID,churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
1119,FALSE,33.0,TRUE,FALSE,0.0,190.6,100.0,32.4,161.7,104.0,13.7,189.9,136.0,8.6,13.0,6.0,3.5,1.0
1120,FALSE,77.0,FALSE,FALSE,0.0,175.5,86.0,29.8,205.1,78.0,17.4,245.2,100.0,11.0,17.8,3.0,4.8,4.0
1121,FALSE,119.0,FALSE,FALSE,0.0,133.4,102.0,22.7,204.6,71.0,17.4,196.9,103.0,8.9,11.1,7.0,3.0,1.0
1122,FALSE,91.0,FALSE,TRUE,27.0,204.6,96.0,34.8,136.0,93.0,11.6,210.5,82.0,9.5,6.6,2.0,1.8,3.0
1123,FALSE,102.0,FALSE,FALSE,0.0,242.2,88.0,41.2,233.2,89.0,19.8,188.5,121.0,8.5,6.2,6.0,1.7,3.0
1124,FALSE,86.0,FALSE,TRUE,33.0,253.1,112.0,43.0,210.1,94.0,17.9,95.0,98.0,4.3,11.9,4.0,3.2,3.0
1125,FALSE,82.0,FALSE,FALSE,0.0,130.0,110.0,22.1,185.3,88.0,15.8,178.7,105.0,8.0,8.3,4.0,2.2,0.0
1126,FALSE,62.0,FALSE,FALSE,0.0,182.3,101.0,31.0,328.2,93.0,27.9,245.0,131.0,11.0,11.2,1.0,3.0,2.0
1127,FALSE,89.0,FALSE,FALSE,0.0,105.9,151.0,18.0,189.6,142.0,16.1,170.9,67.0,7.7,12.7,7.0,3.4,0.0
1128,FALSE,86.0,FALSE,FALSE,0.0,194.2,98.0,33.0,193.8,95.0,16.5,192.0,123.0,8.6,9.3,7.0,2.5,3.0
1129,FALSE,134.0,FALSE,FALSE,0.0,183.8,111.0,31.3,123.5,92.0,10.5,160.7,105.0,7.2,6.1,2.0,1.7,1.0
1130,FALSE,92.0,FALSE,FALSE,0.0,196.5,82.0,33.4,190.0,89.0,16.2,163.2,99.0,7.3,10.8,2.0,2.9,2.0
1131,FALSE,87.0,FALSE,FALSE,0.0,184.5,81.0,31.4,172.0,103.0,14.6,183.4,96.0,8.3,13.7,3.0,3.7,3.0
1132,FALSE,64.0,FALSE,FALSE,0.0,261.9,113.0,44.5,148.1,99.0,12.6,145.2,74.0,6.5,13.8,4.0,3.7,0.0
1133,FALSE,80.0,FALSE,FALSE,0.0,202.4,118.0,34.4,260.2,67.0,22.1,177.4,112.0,8.0,9.2,5.0,2.5,3.0
1134,FALSE,165.0,FALSE,TRUE,39.0,167.4,113.0,28.5,172.7,94.0,14.7,192.6,113.0,8.7,9.5,4.0,2.6,3.0
1135,FALSE,153.0,FALSE,TRUE,22.0,167.7,104.0,28.5,246.8,91.0,21.0,203.9,117.0,9.2,7.5,11.0,2.0,1.0
1136,FALSE,41.0,FALSE,TRUE,30.0,191.7,109.0,32.6,193.0,86.0,16.4,149.4,93.0,6.7,11.1,4.0,3.0,1.0
1137,FALSE,97.0,FALSE,FALSE,0.0,218.0,86.0,37.1,184.0,94.0,15.6,240.5,110.0,10.8,6.4,8.0,1.7,3.0
1138,FALSE,108.0,FALSE,FALSE,0.0,240.2,78.0,40.8,230.3,109.0,19.6,217.0,83.0,9.8,5.2,1.0,1.4,2.0
1139,FALSE,104.0,FALSE,TRUE,26.0,189.1,112.0,32.2,178.2,97.0,15.2,199.3,104.0,9.0,11.1,4.0,3.0,1.0
1140,FALSE,115.0,FALSE,FALSE,0.0,127.7,67.0,21.7,182.9,90.0,15.6,172.9,92.0,7.8,10.6,7.0,2.9,1.0
1141,FALSE,87.0,FALSE,FALSE,0.0,205.2,106.0,34.9,99.5,122.0,8.5,189.5,75.0,8.5,13.4,3.0,3.6,1.0
1142,FALSE,159.0,FALSE,TRUE,23.0,153.6,93.0,26.1,216.9,88.0,18.4,161.3,91.0,7.3,12.6,3.0,3.4,2.0
1143,FALSE,119.0,FALSE,FALSE,0.0,154.5,129.0,26.3,193.6,87.0,16.5,180.9,145.0,8.1,13.4,3.0,3.6,2.0
1144,FALSE,69.0,FALSE,FALSE,0.0,153.7,109.0,26.1,194.0,105.0,16.5,256.1,114.0,11.5,14.1,6.0,3.8,1.0
1145,FALSE,87.0,TRUE,TRUE,36.0,171.2,138.0,29.1,185.8,102.0,15.8,227.6,97.0,10.2,10.8,3.0,2.9,1.0
1146,TRUE,93.0,FALSE,FALSE,0.0,328.1,106.0,55.8,151.7,89.0,12.9,303.5,114.0,13.7,8.7,3.0,2.4,1.0
1147,TRUE,154.0,TRUE,FALSE,0.0,145.9,69.0,24.8,208.2,141.0,17.7,180.9,106.0,8.1,14.4,10.0,3.9,0.0
1148,FALSE,105.0,FALSE,FALSE,0.0,140.6,109.0,23.9,178.6,51.0,15.2,217.0,83.0,9.8,6.8,3.0,1.8,2.0
1149,FALSE,57.0,FALSE,TRUE,37.0,201.2,76.0,34.2,280.1,122.0,23.8,154.2,110.0,6.9,11.8,1.0,3.2,1.0
1150,FALSE,130.0,FALSE,FALSE,0.0,139.1,72.0,23.7,246.0,112.0,20.9,207.2,121.0,9.3,11.4,9.0,3.1,5.0
1151,FALSE,151.0,FALSE,FALSE,0.0,118.9,128.0,20.2,278.3,65.0,23.7,194.8,61.0,8.8,13.2,10.0,3.6,2.0
1152,TRUE,162.0,FALSE,FALSE,0.0,217.6,87.0,37.0,279.0,71.0,23.7,250.7,65.0,11.3,10.4,4.0,2.8,2.0
1153,FALSE,60.0,FALSE,FALSE,0.0,145.0,133.0,24.7,209.1,92.0,17.8,328.5,112.0,14.8,14.6,2.0,3.9,1.0
1154,FALSE,81.0,FALSE,FALSE,0.0,203.5,89.0,34.6,289.6,69.0,24.6,212.9,71.0,9.6,8.7,3.0,2.4,3.0
1155,FALSE,132.0,FALSE,FALSE,0.0,240.1,115.0,40.8,180.4,91.0,15.3,133.4,122.0,6.0,8.0,6.0,2.2,3.0
1156,FALSE,86.0,FALSE,FALSE,0.0,83.8,121.0,14.3,240.2,96.0,20.4,158.6,108.0,7.1,6.7,8.0,1.8,1.0
1157,TRUE,136.0,FALSE,FALSE,0.0,269.8,106.0,45.9,228.8,101.0,19.5,257.5,106.0,11.6,10.1,8.0,2.7,1.0
1158,FALSE,121.0,FALSE,TRUE,21.0,126.3,84.0,21.5,209.6,102.0,17.8,192.5,129.0,8.7,10.6,2.0,2.9,1.0
1159,FALSE,157.0,FALSE,FALSE,0.0,152.7,105.0,26.0,257.5,80.0,21.9,198.1,93.0,8.9,9.4,4.0,2.5,1.0
1160,FALSE,105.0,FALSE,TRUE,15.0,88.1,125.0,15.0,175.9,142.0,15.0,269.9,85.0,12.2,9.7,1.0,2.6,2.0
1161,FALSE,105.0,FALSE,TRUE,34.0,218.5,61.0,37.2,196.7,74.0,16.7,151.1,103.0,6.8,9.9,4.0,2.7,2.0
1162,FALSE,51.0,FALSE,TRUE,26.0,236.8,61.0,40.3,263.4,97.0,22.4,181.1,91.0,8.2,11.2,8.0,3.0,1.0
1163,FALSE,64.0,FALSE,FALSE,0.0,124.1,117.0,21.1,192.8,108.0,16.4,162.9,84.0,7.3,6.4,5.0,1.7,3.0
1164,FALSE,80.0,TRUE,TRUE,30.0,184.2,132.0,31.3,167.5,109.0,14.2,212.8,114.0,9.6,10.0,10.0,2.7,0.0
1165,FALSE,56.0,FALSE,FALSE,0.0,222.7,133.0,37.9,277.0,89.0,23.6,101.8,94.0,4.6,13.6,4.0,3.7,4.0
1166,FALSE,120.0,FALSE,FALSE,0.0,149.2,98.0,25.4,193.6,88.0,16.5,248.9,119.0,11.2,11.1,5.0,3.0,1.0
1167,FALSE,103.0,FALSE,FALSE,0.0,206.5,125.0,35.1,180.2,113.0,15.3,220.6,95.0,9.9,12.2,4.0,3.3,3.0
1168,FALSE,164.0,FALSE,TRUE,27.0,159.7,102.0,27.2,168.8,113.0,14.4,244.1,127.0,11.0,9.6,9.0,2.6,3.0
1169,FALSE,116.0,FALSE,TRUE,27.0,204.7,118.0,34.8,209.4,91.0,17.8,212.9,67.0,9.6,7.0,2.0,1.9,2.0
1170,FALSE,66.0,FALSE,TRUE,36.0,106.7,76.0,18.1,209.8,77.0,17.8,190.4,117.0,8.6,12.1,2.0,3.3,1.0
1171,FALSE,121.0,FALSE,FALSE,0.0,213.2,79.0,36.2,120.7,116.0,10.3,244.4,102.0,11.0,7.5,4.0,2.0,1.0
1172,FALSE,55.0,TRUE,FALSE,0.0,269.6,121.0,45.8,171.7,91.0,14.6,219.0,98.0,9.9,8.2,6.0,2.2,1.0
1173,FALSE,183.0,FALSE,FALSE,0.0,116.7,92.0,19.8,213.8,112.0,18.2,214.3,112.0,9.6,9.7,6.0,2.6,2.0
1174,FALSE,104.0,FALSE,FALSE,0.0,263.4,101.0,44.8,235.5,117.0,20.0,102.0,146.0,4.6,13.0,4.0,3.5,0.0
1175,FALSE,90.0,FALSE,FALSE,0.0,140.2,97.0,23.8,213.9,102.0,18.2,120.0,126.0,5.4,7.1,2.0,1.9,1.0
1176,FALSE,82.0,FALSE,FALSE,0.0,197.7,101.0,33.6,127.6,83.0,10.9,142.1,103.0,6.4,13.5,3.0,3.7,1.0
1177,FALSE,101.0,FALSE,FALSE,0.0,136.2,92.0,23.2,220.9,110.0,18.8,196.9,116.0,8.9,13.3,7.0,3.6,3.0
1178,FALSE,9.0,FALSE,TRUE,16.0,88.5,87.0,15.1,178.8,108.0,15.2,228.7,96.0,10.3,11.5,3.0,3.1,2.0
1179,FALSE,97.0,FALSE,FALSE,0.0,215.3,58.0,36.6,242.4,91.0,20.6,279.8,105.0,12.6,12.1,9.0,3.3,0.0
1180,TRUE,94.0,FALSE,FALSE,0.0,269.2,104.0,45.8,193.8,144.0,16.5,257.6,61.0,11.6,8.9,2.0,2.4,3.0
1181,FALSE,122.0,FALSE,FALSE,0.0,243.8,98.0,41.5,83.9,72.0,7.1,179.8,84.0,8.1,13.7,8.0,3.7,2.0
1182,FALSE,127.0,FALSE,TRUE,25.0,203.8,118.0,34.7,267.1,48.0,22.7,225.1,105.0,10.1,7.3,5.0,2.0,0.0
1183,FALSE,125.0,FALSE,TRUE,34.0,268.4,112.0,45.6,222.2,108.0,18.9,117.6,102.0,5.3,10.3,3.0,2.8,0.0
1184,FALSE,140.0,FALSE,FALSE,0.0,159.1,104.0,27.1,269.8,106.0,22.9,220.4,116.0,9.9,10.3,4.0,2.8,1.0
1185,FALSE,90.0,FALSE,FALSE,0.0,114.4,122.0,19.5,127.7,154.0,10.9,253.1,109.0,11.4,10.1,5.0,2.7,2.0
1186,FALSE,67.0,FALSE,FALSE,0.0,138.9,65.0,23.6,208.9,109.0,17.8,232.4,82.0,10.5,9.2,3.0,2.5,2.0
1187,FALSE,113.0,FALSE,FALSE,0.0,186.0,55.0,31.6,237.4,105.0,20.2,148.1,83.0,6.7,12.2,6.0,3.3,1.0
1188,FALSE,121.0,FALSE,TRUE,26.0,170.4,91.0,29.0,254.5,90.0,21.6,219.6,122.0,9.9,15.1,5.0,4.1,0.0
1189,FALSE,93.0,FALSE,FALSE,0.0,164.5,95.0,28.0,230.9,87.0,19.6,149.9,91.0,6.8,9.9,3.0,2.7,4.0
1190,FALSE,121.0,FALSE,FALSE,0.0,168.6,121.0,28.7,168.6,94.0,14.3,95.3,59.0,4.3,12.3,4.0,3.3,1.0
1191,TRUE,53.0,FALSE,FALSE,0.0,261.2,119.0,44.4,250.8,105.0,21.3,176.0,112.0,7.9,9.8,2.0,2.7,0.0
1192,FALSE,38.0,FALSE,FALSE,0.0,194.4,94.0,33.1,186.7,95.0,15.9,223.3,90.0,10.1,10.8,5.0,2.9,3.0
1193,FALSE,75.0,FALSE,FALSE,0.0,190.5,91.0,32.4,178.4,75.0,15.2,162.4,113.0,7.3,13.1,5.0,3.5,1.0
1194,FALSE,132.0,FALSE,FALSE,0.0,181.1,121.0,30.8,314.4,109.0,26.7,246.7,81.0,11.1,4.2,9.0,1.1,2.0
1195,FALSE,162.0,FALSE,FALSE,0.0,177.1,131.0,30.1,114.7,122.0,9.8,153.6,88.0,6.9,6.5,6.0,1.8,3.0
1196,FALSE,140.0,FALSE,FALSE,0.0,160.5,114.0,27.3,240.5,103.0,20.4,233.5,121.0,10.5,11.3,4.0,3.1,1.0
1197,FALSE,91.0,FALSE,FALSE,0.0,134.7,116.0,22.9,295.3,98.0,25.1,195.5,121.0,8.8,6.6,5.0,1.8,2.0
1198,FALSE,73.0,FALSE,TRUE,28.0,198.2,107.0,33.7,139.1,123.0,11.8,199.1,139.0,9.0,8.8,1.0,2.4,2.0
1199,TRUE,95.0,TRUE,FALSE,0.0,228.9,134.0,38.9,255.7,71.0,21.7,208.0,120.0,9.4,10.1,2.0,2.7,4.0
1200,FALSE,145.0,FALSE,FALSE,0.0,241.7,137.0,41.1,135.8,100.0,11.5,277.6,123.0,12.5,13.1,3.0,3.5,0.0
1201,FALSE,100.0,FALSE,FALSE,0.0,131.1,108.0,22.3,176.2,81.0,15.0,89.7,81.0,4.0,4.3,4.0,1.2,1.0
1202,FALSE,122.0,FALSE,FALSE,0.0,234.1,101.0,39.8,200.2,121.0,17.0,237.4,89.0,10.7,13.1,9.0,3.5,2.0
1203,FALSE,106.0,FALSE,FALSE,0.0,213.9,95.0,36.4,151.9,70.0,12.9,260.1,124.0,11.7,12.2,5.0,3.3,3.0
1204,FALSE,109.0,FALSE,FALSE,0.0,200.1,72.0,34.0,300.9,120.0,25.6,236.0,68.0,10.6,11.9,5.0,3.2,0.0
1205,FALSE,82.0,FALSE,FALSE,0.0,154.0,107.0,26.2,94.4,114.0,8.0,287.6,95.0,12.9,10.1,7.0,2.7,1.0
1206,FALSE,65.0,FALSE,TRUE,23.0,224.2,106.0,38.1,189.6,100.0,16.1,222.8,75.0,10.0,9.8,4.0,2.7,0.0
1207,FALSE,52.0,FALSE,FALSE,0.0,148.3,83.0,25.2,181.6,79.0,15.4,155.6,104.0,7.0,8.3,6.0,2.2,3.0
1208,FALSE,136.0,FALSE,TRUE,24.0,174.6,76.0,29.7,176.6,114.0,15.0,214.4,91.0,9.7,8.8,5.0,2.4,2.0
1209,FALSE,75.0,FALSE,FALSE,0.0,138.5,110.0,23.6,153.2,86.0,13.0,215.6,103.0,9.7,11.1,7.0,3.0,1.0
1210,FALSE,146.0,FALSE,FALSE,0.0,109.0,69.0,18.5,265.8,98.0,22.6,228.3,80.0,10.3,12.6,2.0,3.4,1.0
1211,FALSE,105.0,FALSE,FALSE,0.0,162.3,99.0,27.6,212.5,95.0,18.1,214.7,114.0,9.7,11.1,8.0,3.0,4.0
1212,FALSE,48.0,FALSE,FALSE,0.0,210.8,84.0,35.8,189.6,98.0,16.1,157.6,99.0,7.1,16.4,3.0,4.4,2.0
1213,FALSE,45.0,FALSE,FALSE,0.0,142.4,107.0,24.2,318.7,78.0,27.1,224.1,108.0,10.1,11.1,7.0,3.0,1.0
1214,FALSE,99.0,FALSE,FALSE,0.0,217.2,112.0,36.9,246.7,89.0,21.0,226.1,89.0,10.2,15.8,7.0,4.3,3.0
1215,FALSE,106.0,FALSE,TRUE,37.0,223.5,104.0,38.0,235.1,99.0,20.0,140.1,90.0,6.3,10.6,5.0,2.9,2.0
1216,FALSE,33.0,FALSE,FALSE,0.0,182.5,65.0,31.0,232.1,96.0,19.7,149.2,82.0,6.7,7.5,2.0,2.0,2.0
1217,FALSE,68.0,FALSE,FALSE,0.0,219.6,97.0,37.3,141.1,144.0,12.0,205.7,101.0,9.3,10.8,4.0,2.9,2.0
1218,FALSE,106.0,FALSE,FALSE,0.0,193.6,66.0,32.9,238.2,82.0,20.3,176.4,107.0,7.9,12.9,3.0,3.5,0.0
1219,FALSE,141.0,FALSE,FALSE,0.0,192.4,111.0,32.7,156.9,87.0,13.3,175.8,82.0,7.9,11.0,6.0,3.0,0.0
1220,FALSE,98.0,FALSE,FALSE,0.0,236.2,122.0,40.2,189.4,110.0,16.1,153.6,104.0,6.9,13.3,4.0,3.6,0.0
1221,FALSE,94.0,FALSE,TRUE,28.0,233.2,88.0,39.6,113.3,102.0,9.6,118.0,71.0,5.3,16.1,4.0,4.4,0.0
1222,FALSE,65.0,FALSE,FALSE,0.0,158.8,53.0,27.0,188.5,132.0,16.0,189.3,87.0,8.5,9.8,4.0,2.7,2.0
1223,FALSE,85.0,FALSE,FALSE,0.0,126.1,112.0,21.4,274.7,126.0,23.4,184.4,95.0,8.3,9.8,4.0,2.7,1.0
1224,TRUE,71.0,FALSE,FALSE,0.0,290.4,108.0,49.4,253.9,92.0,21.6,263.3,126.0,11.9,10.1,5.0,2.7,3.0
1225,TRUE,77.0,FALSE,FALSE,0.0,62.4,89.0,10.6,169.9,121.0,14.4,209.6,64.0,9.4,5.7,6.0,1.5,5.0
1226,FALSE,99.0,FALSE,FALSE,0.0,241.1,72.0,41.0,155.6,98.0,13.2,188.2,109.0,8.5,11.6,10.0,3.1,1.0
1227,FALSE,112.0,FALSE,TRUE,30.0,60.6,113.0,10.3,165.9,96.0,14.1,132.8,99.0,6.0,13.3,7.0,3.6,0.0
1228,FALSE,110.0,FALSE,FALSE,0.0,148.4,95.0,25.2,193.8,98.0,16.5,206.0,106.0,9.3,6.9,6.0,1.9,0.0
1229,FALSE,111.0,FALSE,FALSE,0.0,246.5,108.0,41.9,216.3,89.0,18.4,179.6,99.0,8.1,12.7,3.0,3.4,2.0
1230,TRUE,74.0,FALSE,FALSE,0.0,298.1,112.0,50.7,201.3,100.0,17.1,214.7,88.0,9.7,9.7,4.0,2.6,2.0
1231,FALSE,105.0,FALSE,FALSE,0.0,119.3,82.0,20.3,185.1,111.0,15.7,157.0,74.0,7.1,10.9,4.0,2.9,2.0
1232,FALSE,40.0,FALSE,FALSE,0.0,242.5,82.0,41.2,232.9,97.0,19.8,154.0,86.0,6.9,9.6,7.0,2.6,0.0
1233,TRUE,128.0,TRUE,TRUE,18.0,222.1,89.0,37.8,160.6,109.0,13.7,218.8,102.0,9.9,13.6,2.0,3.7,0.0
1234,TRUE,123.0,FALSE,FALSE,0.0,236.2,135.0,40.2,273.9,88.0,23.3,227.0,77.0,10.2,10.1,6.0,2.7,2.0
1235,FALSE,122.0,FALSE,FALSE,0.0,144.2,87.0,24.5,212.2,74.0,18.0,169.3,87.0,7.6,9.5,4.0,2.6,0.0
1236,FALSE,114.0,FALSE,TRUE,19.0,154.6,100.0,26.3,241.6,109.0,20.5,160.0,112.0,7.2,12.6,1.0,3.4,3.0
1237,FALSE,144.0,TRUE,FALSE,0.0,203.5,100.0,34.6,247.6,103.0,21.1,194.3,94.0,8.7,11.9,11.0,3.2,0.0
1238,FALSE,102.0,FALSE,TRUE,25.0,137.4,100.0,23.4,176.7,83.0,15.0,188.2,93.0,8.5,10.2,6.0,2.8,2.0
1239,FALSE,126.0,FALSE,FALSE,0.0,103.7,93.0,17.6,127.0,107.0,10.8,329.3,66.0,14.8,14.4,1.0,3.9,0.0
1240,TRUE,150.0,FALSE,FALSE,0.0,136.6,112.0,23.2,209.4,81.0,17.8,161.1,78.0,7.3,12.2,2.0,3.3,4.0
1241,TRUE,60.0,FALSE,FALSE,0.0,289.8,101.0,49.3,255.6,115.0,21.7,242.8,76.0,10.9,11.7,4.0,3.2,2.0
1242,FALSE,123.0,FALSE,FALSE,0.0,260.9,85.0,44.4,168.5,103.0,14.3,178.3,91.0,8.0,13.3,5.0,3.6,3.0
1243,TRUE,138.0,TRUE,FALSE,0.0,196.2,129.0,33.4,176.5,86.0,15.0,232.4,108.0,10.5,15.2,1.0,4.1,0.0
1244,FALSE,29.0,FALSE,FALSE,0.0,195.6,71.0,33.3,126.4,74.0,10.7,148.6,87.0,6.7,14.2,4.0,3.8,1.0
1245,FALSE,111.0,FALSE,FALSE,0.0,222.2,96.0,37.8,162.5,111.0,13.8,184.9,120.0,8.3,11.9,7.0,3.2,4.0
1246,TRUE,37.0,TRUE,FALSE,0.0,172.9,119.0,29.4,183.0,86.0,15.6,226.4,100.0,10.2,9.8,1.0,2.7,0.0
1247,TRUE,111.0,FALSE,FALSE,0.0,249.8,109.0,42.5,242.4,106.0,20.6,231.8,78.0,10.4,11.6,4.0,3.1,0.0
1248,FALSE,82.0,FALSE,TRUE,24.0,155.2,131.0,26.4,244.5,106.0,20.8,122.4,68.0,5.5,10.7,3.0,2.9,1.0
1249,FALSE,81.0,FALSE,FALSE,0.0,154.5,84.0,26.3,216.2,91.0,18.4,229.8,82.0,10.3,13.7,3.0,3.7,1.0
1250,FALSE,46.0,FALSE,FALSE,0.0,90.4,108.0,15.4,276.2,77.0,23.5,146.5,111.0,6.6,12.7,2.0,3.4,1.0
1251,FALSE,69.0,FALSE,TRUE,27.0,268.8,78.0,45.7,246.6,89.0,21.0,271.9,102.0,12.2,16.4,3.0,4.4,0.0
1252,FALSE,125.0,FALSE,FALSE,0.0,106.1,95.0,18.0,157.6,113.0,13.4,192.5,69.0,8.7,8.1,3.0,2.2,1.0
1253,FALSE,43.0,FALSE,FALSE,0.0,27.0,117.0,4.6,160.9,97.0,13.7,279.5,96.0,12.6,10.7,3.0,2.9,3.0
1254,FALSE,127.0,FALSE,TRUE,27.0,140.1,59.0,23.8,223.4,111.0,19.0,257.9,73.0,11.6,3.8,10.0,1.0,1.0
1255,FALSE,94.0,FALSE,FALSE,0.0,245.0,112.0,41.7,180.4,91.0,15.3,262.9,105.0,11.8,9.7,6.0,2.6,1.0
1256,FALSE,46.0,FALSE,FALSE,0.0,196.7,85.0,33.4,205.9,74.0,17.5,216.6,112.0,9.8,11.2,5.0,3.0,3.0
1257,FALSE,73.0,FALSE,TRUE,26.0,131.2,98.0,22.3,106.5,97.0,9.1,221.7,96.0,10.0,10.2,6.0,2.8,2.0
1258,FALSE,146.0,FALSE,TRUE,23.0,149.6,96.0,25.4,239.8,124.0,20.4,293.5,135.0,13.2,7.4,4.0,2.0,2.0
1259,FALSE,86.0,FALSE,TRUE,31.0,167.6,139.0,28.5,113.0,118.0,9.6,246.9,121.0,11.1,12.2,6.0,3.3,1.0
1260,FALSE,93.0,FALSE,FALSE,0.0,239.8,70.0,40.8,251.8,99.0,21.4,168.6,112.0,7.6,10.9,10.0,2.9,1.0
1261,FALSE,52.0,FALSE,TRUE,31.0,142.1,77.0,24.2,193.0,97.0,16.4,253.4,88.0,11.4,11.0,4.0,3.0,1.0
1262,FALSE,202.0,FALSE,FALSE,0.0,115.4,137.0,19.6,178.7,70.0,15.2,185.7,113.0,8.4,6.0,3.0,1.6,3.0
1263,FALSE,129.0,FALSE,TRUE,31.0,193.0,99.0,32.8,224.8,87.0,19.1,197.6,91.0,8.9,10.3,8.0,2.8,2.0
1264,FALSE,94.0,FALSE,FALSE,0.0,206.1,49.0,35.0,224.6,115.0,19.1,256.7,74.0,11.6,13.0,1.0,3.5,1.0
1265,FALSE,100.0,FALSE,FALSE,0.0,160.3,138.0,27.3,221.3,92.0,18.8,150.4,120.0,6.8,11.2,2.0,3.0,0.0
1266,FALSE,43.0,FALSE,FALSE,0.0,199.9,108.0,34.0,288.4,80.0,24.5,180.6,103.0,8.1,11.3,7.0,3.1,1.0
1267,FALSE,130.0,FALSE,FALSE,0.0,213.1,105.0,36.2,206.2,108.0,17.5,163.4,93.0,7.4,8.9,3.0,2.4,0.0
1268,FALSE,124.0,FALSE,FALSE,0.0,178.3,102.0,30.3,235.0,120.0,20.0,239.7,119.0,10.8,10.9,1.0,2.9,3.0
1269,TRUE,92.0,TRUE,FALSE,0.0,252.3,120.0,42.9,207.0,112.0,17.6,284.6,95.0,12.8,12.0,5.0,3.2,3.0
1270,TRUE,70.0,TRUE,FALSE,0.0,226.7,98.0,38.5,228.1,115.0,19.4,73.2,93.0,3.3,17.6,4.0,4.8,2.0
1271,FALSE,48.0,FALSE,FALSE,0.0,197.7,64.0,33.6,136.7,126.0,11.6,244.4,81.0,11.0,13.2,5.0,3.6,4.0
1272,FALSE,98.0,FALSE,TRUE,29.0,111.1,105.0,18.9,217.9,101.0,18.5,248.1,108.0,11.2,6.6,3.0,1.8,2.0
1273,TRUE,100.0,FALSE,FALSE,0.0,96.5,86.0,16.4,210.2,133.0,17.9,146.4,106.0,6.6,12.5,3.0,3.4,1.0
1274,FALSE,79.0,FALSE,FALSE,0.0,156.9,109.0,26.7,122.2,87.0,10.4,189.1,103.0,8.5,11.3,5.0,3.1,3.0
1275,FALSE,164.0,FALSE,FALSE,0.0,123.3,78.0,21.0,170.0,85.0,14.5,165.9,78.0,7.5,12.7,2.0,3.4,1.0
1276,FALSE,105.0,FALSE,FALSE,0.0,193.7,108.0,32.9,183.2,124.0,15.6,293.7,72.0,13.2,10.8,5.0,2.9,1.0
1277,FALSE,89.0,TRUE,FALSE,0.0,206.9,134.0,35.2,167.7,105.0,14.3,155.7,86.0,7.0,10.9,4.0,2.9,0.0
1278,TRUE,126.0,FALSE,FALSE,0.0,249.8,96.0,42.5,261.9,92.0,22.3,166.8,108.0,7.5,12.7,4.0,3.4,3.0
1279,FALSE,96.0,FALSE,FALSE,0.0,144.0,102.0,24.5,224.7,73.0,19.1,227.7,91.0,10.3,10.0,7.0,2.7,1.0
1280,FALSE,120.0,FALSE,TRUE,33.0,299.5,83.0,50.9,163.4,84.0,13.9,146.7,88.0,6.6,11.6,5.0,3.1,0.0
1281,FALSE,93.0,FALSE,FALSE,0.0,179.3,93.0,30.5,178.6,98.0,15.2,225.2,131.0,10.1,11.5,6.0,3.1,3.0
1282,TRUE,212.0,FALSE,FALSE,0.0,226.0,127.0,38.4,304.6,83.0,25.9,181.2,132.0,8.2,12.6,4.0,3.4,2.0
1283,FALSE,72.0,FALSE,FALSE,0.0,137.6,106.0,23.4,143.5,94.0,12.2,273.7,110.0,12.3,9.6,6.0,2.6,2.0
1284,FALSE,155.0,TRUE,TRUE,26.0,211.7,121.0,36.0,139.2,123.0,11.8,146.7,89.0,6.6,11.1,3.0,3.0,1.0
1285,FALSE,89.0,FALSE,FALSE,0.0,89.7,80.0,15.3,179.8,81.0,15.3,145.7,120.0,6.6,9.5,4.0,2.6,2.0
1286,FALSE,126.0,TRUE,FALSE,0.0,197.6,126.0,33.6,246.5,112.0,21.0,285.3,104.0,12.8,12.5,8.0,3.4,2.0
1287,TRUE,172.0,FALSE,FALSE,0.0,270.0,102.0,45.9,256.6,111.0,21.8,168.5,104.0,7.6,12.0,5.0,3.2,2.0
1288,FALSE,75.0,FALSE,FALSE,0.0,224.7,116.0,38.2,192.0,79.0,16.3,212.2,98.0,9.6,11.3,11.0,3.1,3.0
1289,FALSE,143.0,FALSE,FALSE,0.0,194.3,99.0,33.0,123.6,133.0,10.5,229.5,99.0,10.3,10.2,2.0,2.8,2.0
1290,TRUE,166.0,TRUE,FALSE,0.0,47.7,89.0,8.1,264.4,95.0,22.5,235.2,97.0,10.6,13.2,3.0,3.6,0.0
1291,FALSE,132.0,FALSE,FALSE,0.0,190.1,105.0,32.3,182.2,116.0,15.5,279.8,105.0,12.6,13.0,2.0,3.5,1.0
1292,FALSE,93.0,FALSE,FALSE,0.0,151.4,89.0,25.7,186.4,76.0,15.8,172.5,120.0,7.8,10.9,3.0,2.9,0.0
1293,TRUE,94.0,TRUE,FALSE,0.0,89.5,94.0,15.2,339.9,106.0,28.9,172.9,76.0,7.8,7.9,1.0,2.1,1.0
1294,FALSE,99.0,FALSE,FALSE,0.0,182.6,83.0,31.0,154.5,111.0,13.1,196.0,57.0,8.8,12.1,5.0,3.3,0.0
1295,FALSE,136.0,FALSE,TRUE,35.0,205.5,86.0,34.9,298.5,119.0,25.4,214.2,104.0,9.6,6.9,4.0,1.9,1.0
